"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier.2","OrganizationFormalName","MonitoringLocationIdentifier.2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName.2"
3727999,"USGS-UT","nwisut.01.00100255","Sample-Routine","Water","Groundwater","2001-03-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381447108364101","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",201,"ug/L","NWIS",152978,"USGS-UT","USGS Utah Water Science Center","USGS-381447108364101","NA04601614BBB-2","Well","NULL",38.2463793,-108.612038,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5274.1","feet","Global Positioning System.","US",8,85,"1998","10.5","feet","10.5","feet","NWIS"
3728391,"USGS-CO","nwisco.01.00102221","Sample-Routine","Water","Groundwater","2001-04-10 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-383311107545801","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",100,"ug/L","NWIS",152749,"USGS-CO","USGS Colorado Water Science Center","USGS-383311107545801","NB05000931DBA4 (S.FIELD, 306-2)","Well","NULL",38.55304145,-107.9167307,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5583.23","feet","Level or other surveyed method.","US",8,85,"2001","19.5","feet","19.5","feet","NWIS"
3728438,"USGS-UT","nwisut.01.00100250","Sample-Routine","Water","Groundwater","2001-02-27 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381427108364201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",1010,"ug/L","NWIS",152941,"USGS-UT","USGS Utah Water Science Center","USGS-381427108364201","NA04601614BCC-11","Well","NULL",38.2408238,-108.6123158,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5287.28","feet","Global Positioning System.","US",8,85,"1998","12","feet","12","feet","NWIS"
3728591,"USGS-UT","nwisut.01.00100252","Sample-Routine","Water","Groundwater","2001-03-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381436108364701","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",1500,"ug/L","NWIS",152962,"USGS-UT","USGS Utah Water Science Center","USGS-381436108364701","NA04601615AAD-4","Well","NULL",38.243546,-108.6137047,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5289.39","feet","Global Positioning System.","US",8,85,"1999","15.5","feet","15.5","feet","NWIS"
3728714,"USGS-UT","nwisut.01.00100257","Sample-Routine","Water","Groundwater","2001-02-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381410108362201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",9.74,"ug/L","NWIS",152895,"USGS-UT","USGS Utah Water Science Center","USGS-381410108362201","NA04601614CAC-1","Well","NULL",38.2361016,-108.60676,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5303.1","feet","Global Positioning System.","US",8,85,"1986","NULL","NULL","23","feet","NWIS"
3728839,"USGS-CO","nwisco.01.00102222","Sample-Routine","Water","Groundwater","2001-04-10 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-383309107545801","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",102,"ug/L","NWIS",152746,"USGS-CO","USGS Colorado Water Science Center","USGS-383309107545801","NB05000931DBD1 (S.FIELD, 306-1)","Well","NULL",38.5524859,-107.9167307,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5586.76","feet","Level or other surveyed method.","US",8,85,"2001","19.5","feet","19.5","feet","NWIS"
3729003,"USGS-UT","nwisut.01.00100254","Sample-Routine","Water","Groundwater","2001-02-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381424108363201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",211,"ug/L","NWIS",152923,"USGS-UT","USGS Utah Water Science Center","USGS-381424108363201","NA04601614BCD-1","Well","NULL",38.24004604,-108.6095379,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5289.81","feet","Global Positioning System.","US",8,85,"1999","7.33","feet","7.33","feet","NWIS"
3729018,"USGS-UT","nwisut.01.00100256","Sample-Routine","Water","Groundwater","2001-03-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381440108364401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",9.28,"ug/L","NWIS",152971,"USGS-UT","USGS Utah Water Science Center","USGS-381440108364401","NA04601614BBC-4","Well","NULL",38.2444349,-108.6128714,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5282.13","feet","Level or other surveyed method.","US",8,85,"1998","9","feet","9","feet","NWIS"
3729074,"USGS-UT","nwisut.01.00100251","Sample-Routine","Water","Groundwater","2001-02-28 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381418108363207","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",63.5,"ug/L","NWIS",152914,"USGS-UT","USGS Utah Water Science Center","USGS-381418108363207","NA04601614CBA-14","Well","NULL",38.23854605,-108.6095379,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5296.58","feet","Global Positioning System.","US",8,85,"1999","11.33","feet","11.33","feet","NWIS"
3729082,"USGS-UT","nwisut.01.00100258","Sample-Routine","Water","Groundwater","2001-03-01 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381450108364501","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",927,"ug/L","NWIS",152982,"USGS-UT","USGS Utah Water Science Center","USGS-381450108364501","NA04601614BBB-06","Stream","NULL",38.24721265,-108.6131491,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5300","feet","Interpolated from topographic map.","US",8,85,"NULL","NULL","NULL","NULL","NULL","NWIS"
3729140,"USGS-CO","nwisco.01.00102219","Sample-Routine","Water","Groundwater","2001-04-10 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-383312107550101","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",55.3,"ug/L","NWIS",152751,"USGS-CO","USGS Colorado Water Science Center","USGS-383312107550101","NB05000931DBA2 (S.FIELD, 106-2)","Well","NULL",38.5533192,-107.917564,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5582.51","feet","Level or other surveyed method.","US",8,85,"2001","19.5","feet","19.5","feet","NWIS"
3729533,"USGS-CO","nwisco.01.01102814","Sample-Routine","Water","Groundwater","2011-06-21 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-382036108512001","A-1968708 Sample is Brine with approx 260,000 mg/L TDS and contains H2S gas  Sample is Brine with approximately 260,000mg/L TDS and contains H2S gas. L-1968708 Sample is Brine with approx 260,000 mg/L TDS and contains H2S gas  X = No time on RU, FU, FA, all else matches","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","U","Dissolved",0.01,"ug/L","NWIS",152484,"USGS-CO","USGS Colorado Water Science Center","USGS-382036108512001","NB04701809ADC01 PARADOX BRINE WELL 8E","Well","NULL",38.3433333,-108.8556389,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","4945","feet","Interpolated from Digital Elevation Model","US",8,85,"1976","48","feet","48","feet","NWIS"
3729580,"USGS-CO","nwisco.01.01102815","Sample-Routine","Water","Groundwater","2011-06-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381935108513701","A-1968703 Sample is Brine with approx 260,000 mg/L TDS and contains H2S gas  Sample is Brine with approximately 260,000mg/L TDS and contain H2S gas L-1968703 Sample is Brine with approx 260,000 mg/L TDS and contains H2S gas  X = Time on BTLS = 17:00, all else matches","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","U","Dissolved",0.01,"ug/L","NWIS",152467,"USGS-CO","USGS Colorado Water Science Center","USGS-381935108513701","NB04701816DBB01 PARADOX BRINE WELL 2E","Well","NULL",38.32630556,-108.8603889,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","4943.7","feet","Interpolated from Digital Elevation Model","US",8,85,"1976","77.5","feet","77.5","feet","NWIS"
3729630,"USGS-CO","nwisco.01.01102817","Sample-Routine","Water","Groundwater","2011-06-21 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-382313108570501","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",7.17,"ug/L","NWIS",152520,"USGS-CO","USGS Colorado Water Science Center","USGS-382313108570501","NB04801927ACC01","Well","NULL",38.38702778,-108.9513333,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5412","feet","Interpolated from Digital Elevation Model","US",8,85,"1977","190","feet","190","feet","NWIS"
3729758,"USGS-CO","nwisco.01.01102820","Sample-Routine","Water","Groundwater","2011-06-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-382344108583701","L-1968704 X = Time on RU = 17:30, all else matches","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",4.06,"ug/L","NWIS",152525,"USGS-CO","USGS Colorado Water Science Center","USGS-382344108583701","NB04801921CCD01","Well","NULL",38.39563889,-108.9768611,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5534","feet","Interpolated from Digital Elevation Model","US",8,85,"1984","100","feet","100","feet","NWIS"
3729807,"USGS-CO","nwisco.01.01102819","Sample-Routine","Water","Groundwater","2011-06-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-382351108590601","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",0.744,"ug/L","NWIS",152527,"USGS-CO","USGS Colorado Water Science Center","USGS-382351108590601","NB04801920DDB01","Well","NULL",38.3973611,-108.985,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5570.7","feet","Interpolated from Digital Elevation Model","US",8,85,"1995","255","feet","255","feet","NWIS"
3729859,"USGS-CO","nwisco.01.01102822","Sample-Routine","Water","Groundwater","2011-06-23 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-382306108581701","A-1968709 Strong H2S smell  CONTAINS H2S L-1968709 Strong H2S smell","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",0.149,"ug/L","NWIS",152517,"USGS-CO","USGS Colorado Water Science Center","USGS-382306108581701","NB04801928DBB01","Well","NULL",38.38494444,-108.9713056,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","5438.7","feet","Interpolated from Digital Elevation Model","US",8,85,"1950","65","feet","65","feet","NWIS"
3729911,"USGS-CO","nwisco.01.01102818","Sample-Routine","Water","Groundwater","2011-06-23 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381954108523801","A-1968701 MAY CONTAIN H2S","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",8.8,"ug/L","NWIS",152477,"USGS-CO","USGS Colorado Water Science Center","USGS-381954108523801","NB04701817ACB01","Well","NULL",38.33152778,-108.8773056,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","4953.4","feet","Interpolated from Digital Elevation Model","US",8,85,"1969","34","feet","38","feet","NWIS"
3729961,"USGS-CO","nwisco.01.01102821","Sample-Routine","Water","Groundwater","2011-06-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-381950108534001","A-1790027 CONTAINS H2S L-1790027 Updated SID from 391950108534001 per Ortiz.  KB 10/27/11","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","U","Dissolved",2.89,"ug/L","NWIS",152475,"USGS-CO","USGS Colorado Water Science Center","USGS-381950108534001","NB04701818ACA01","Well","NULL",38.3305,-108.8943333,"Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","4994.7","feet","Interpolated from Digital Elevation Model","US",8,85,"2004","59","feet","110","feet","NWIS"
3730080,"USGS-CO","nwisco.01.01305102","Sample-Routine","Water","Groundwater","2013-08-29 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383632107560201","L-2420274 sta id changed to 383632107560201 per J. Thomas,paa,12/9/13","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",95.2,"ug/L","NWIS",152833,"USGS-CO","USGS Colorado Water Science Center","USGS-383632107560201","NC05001012DD LGRB Poly 16","Well","NULL",38.6090611,-107.9339,"Differentially corrected Global Positioning System.","NAD83","5409","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","39.3","feet","39.3","feet","NWIS"
3730419,"USGS-CO","nwisco.01.01305104","Sample-Routine","Water","Groundwater","2013-08-28 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383257107545801","L-2420067 sta id changed to 383257107545801 per J. Thomas,paa,12/9/13","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",103,"ug/L","NWIS",152740,"USGS-CO","USGS Colorado Water Science Center","USGS-383257107545801","NC05000931DD LGRB Poly 13","Well","NULL",38.54916667,-107.9161111,"Differentially corrected Global Positioning System.","NAD83","5604","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","19","feet","19","feet","NWIS"
3731119,"USGS-CO","nwisco.01.01305100","Sample-Routine","Water","Groundwater","2013-08-27 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383405107564701","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",68,"ug/L","NWIS",152788,"USGS-CO","USGS Colorado Water Science Center","USGS-383405107564701","NC05001025CB LGRB Poly 11","Well","NULL",38.56805556,-107.9463889,"Differentially corrected Global Positioning System.","NAD83","5559","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","19","feet","19","feet","NWIS"
3731499,"USGS-CO","nwisco.01.01305098","Sample-Routine","Water","Groundwater","2013-08-27 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383156107571701","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",11.8,"ug/L","NWIS",152727,"USGS-CO","USGS Colorado Water Science Center","USGS-383156107571701","NC04901011AB LGRB Poly 12","Well","NULL",38.5322222,-107.9547222,"Differentially corrected Global Positioning System.","NAD83","5544","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","19","feet","19","feet","NWIS"
3731935,"USGS-CO","nwisco.01.01402867","Sample-Routine","Water","Groundwater","2014-08-05 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382715107514501","L-2230128 extra two RU btls recvd,WSC emailed,paa,8/14/14","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Submersible positive-pressure pump","NULL","U","Dissolved",57.5,"ug/L","NWIS",152603,"USGS-CO","USGS Colorado Water Science Center","USGS-382715107514501","NC04800904AC LGRB Poly 24","Well","NULL",38.45416667,-107.8625,"Differentially corrected Global Positioning System.","NAD83","5876","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","27.1","feet","29.1","feet","NWIS"
3732009,"USGS-CO","nwisco.01.01402879","Sample-Routine","Water","Groundwater","2014-08-11 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383315107525201","L-2300077 verified RU btls are extra,paa","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",194,"ug/L","NWIS",152754,"USGS-CO","USGS Colorado Water Science Center","USGS-383315107525201","NC05000933DB LGRB Poly 20","Well","NULL",38.55416667,-107.8811111,"Differentially corrected Global Positioning System.","NAD83","5657","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","34.2","feet","39.3","feet","NWIS"
3732076,"USGS-CO","nwisco.01.01402888","Sample-Routine","Water","Groundwater","2014-08-13 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383844107572801","L-2300081 verified RU btls are extra,paa","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",92.2,"ug/L","NWIS",152859,"USGS-CO","USGS Colorado Water Science Center","USGS-383844107572801","NC05101035BD LGRB Poly 8","Well","NULL",38.64555556,-107.9577778,"Differentially corrected Global Positioning System.","NAD83","5302","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","24","feet","24","feet","NWIS"
3732290,"USGS-CO","nwisco.01.01402884","Sample-Routine","Water","Groundwater","2014-08-12 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383520107565901","L-2300084 verified RU btls are extra,paa","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",23.3,"ug/L","NWIS",152811,"USGS-CO","USGS Colorado Water Science Center","USGS-383520107565901","LGRB-Poly 10","Well","NULL",38.58888889,-107.9497222,"Differentially corrected Global Positioning System.","NAD83","5483","feet","Interpolated from topographic map.","US",8,85,"NULL","23.5","feet","23.5","feet","NWIS"
3732426,"USGS-CO","nwisco.01.01402873","Sample-Routine","Water","Groundwater","2014-08-08 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382917107483101","L-2240160 WSC verified RU btls are extra,no requests,paa","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",114,"ug/L","NWIS",152673,"USGS-CO","USGS Colorado Water Science Center","USGS-382917107483101","LGRB-Poly 29","Well","NULL",38.48805556,-107.8086111,"Differentially corrected Global Positioning System.","NAD83","6106","feet","Interpolated from topographic map.","US",8,85,"NULL","15","feet","15","feet","NWIS"
3732703,"USGS-CO","nwisco.01.01402880","Sample-Routine","Water","Groundwater","2014-08-10 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383401107563001","L-2240153 WSC verified RU btls are extra,no requests,paa    DOC btl condition changed to improper preservation, JNV","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",148,"ug/L","NWIS",152786,"USGS-CO","USGS Colorado Water Science Center","USGS-383401107563001","LGRB-Poly 14","Well","NULL",38.5675,-107.9397222,"Differentially corrected Global Positioning System.","NAD83","5576","feet","Interpolated from topographic map.","US",8,85,"NULL","42","feet","42","feet","NWIS"
3732771,"USGS-CO","nwisco.01.01402889","Sample-Routine","Water","Groundwater","2014-08-11 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383852107583301","L-2300079 verified RU btls are extra,paa","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",36.8,"ug/L","NWIS",152863,"USGS-CO","USGS Colorado Water Science Center","USGS-383852107583301","LGRB-Poly 2","Well","NULL",38.64777778,-107.9758333,"Differentially corrected Global Positioning System.","NAD83","5286","feet","Interpolated from topographic map.","US",8,85,"NULL","13.5","feet","13.5","feet","NWIS"
3733056,"USGS-CO","nwisco.01.01402883","Sample-Routine","Water","Groundwater","2014-08-12 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383513107542601","L-2300080 verified RU btls are extra,paa","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",110,"ug/L","NWIS",152809,"USGS-CO","USGS Colorado Water Science Center","USGS-383513107542601","NC05000920BD LGRB Poly 15","Well","NULL",38.58694444,-107.9072222,"Differentially corrected Global Positioning System.","NAD83","5506","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","31.7","feet","34.2","feet","NWIS"
3733121,"USGS-CO","nwisco.01.01403564","Sample-Routine","Water","Groundwater","2014-09-08 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382846107523001","NULL","Stable, normal stage","Routine sample","8040","USGS parameter code 82398","Spigot","NULL","NULL","U","Dissolved",0.033,"ug/L","NWIS",152648,"USGS-CO","USGS Colorado Water Science Center","USGS-382846107523001","IRON MIKE NB04900927CBC","Well","NULL",38.47944444,-107.875,"Differentially corrected Global Positioning System.","NAD83","5806","feet","Interpolated from Digital Elevation Model","US",8,85,"1888","800","feet","800","feet","NWIS"
3733655,"USGS-CO","nwisco.01.01500895","Sample-Routine","Water","Groundwater","2015-03-12 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383051107525501","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",64.8,"ug/L","NWIS",152718,"USGS-CO","USGS Colorado Water Science Center","USGS-383051107525501","LGRB-Poly 21","Well","NULL",38.51416667,-107.8819444,"Differentially corrected Global Positioning System.","NAD83","5743","feet","Interpolated from topographic map.","US",8,85,"NULL","18.1","feet","18.1","feet","NWIS"
3733852,"USGS-CO","nwisco.01.01500887","Sample-Routine","Water","Groundwater","2015-03-02 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382656107500701","L-0650069 FED EX LATE DELIVERY","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",172,"ug/L","NWIS",152580,"USGS-CO","USGS Colorado Water Science Center","USGS-382656107500701","NC04800902BB LGRB Poly 26","Well","NULL",38.44893056,-107.8354694,"Interpolated from MAP.","NAD83","5954","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","24.4","feet","24.5","feet","NWIS"
3733919,"USGS-CO","nwisco.01.01500889","Sample-Routine","Water","Groundwater","2015-03-03 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382736107491201","L-0650070 FED EX LATE DELIVERY","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Submersible positive-pressure pump","NULL","U","Dissolved",114,"ug/L","NWIS",152619,"USGS-CO","USGS Colorado Water Science Center","USGS-382736107491201","LGRB-Poly 27","Well","NULL",38.46,-107.82,"Differentially corrected Global Positioning System.","NAD83","6021","feet","Interpolated from topographic map.","US",8,85,"NULL","28.3","feet","28.3","feet","NWIS"
3733984,"USGS-CO","nwisco.01.01500901","Sample-Routine","Water","Groundwater","2015-03-13 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383510107540801","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",77.2,"ug/L","NWIS",152808,"USGS-CO","USGS Colorado Water Science Center","USGS-383510107540801","LGRB-Poly 19","Well","NULL",38.5861111,-107.9022222,"Differentially corrected Global Positioning System.","NAD83","5531","feet","Interpolated from topographic map.","US",8,85,"NULL","18.5","feet","18.5","feet","NWIS"
3734198,"USGS-CO","nwisco.01.01500890","Sample-Routine","Water","Groundwater","2015-03-03 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382824107494801","L-0650071 FED EX LATE DELIVERY","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Submersible positive-pressure pump","NULL","U","Dissolved",75.3,"ug/L","NWIS",152637,"USGS-CO","USGS Colorado Water Science Center","USGS-382824107494801","NC04900936BA LGRB Poly 28","Well","NULL",38.4733333,-107.83,"Differentially corrected Global Positioning System.","NAD83","5995","feet","Interpolated from Digital Elevation Model","US",8,85,"NULL","20.8","feet","20.8","feet","NWIS"
3734415,"USGS-CO","nwisco.01.01500894","Quality Control Sample-Field Replicate","Water","Groundwater","2015-03-04 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382954107515101","NULL","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Submersible positive-pressure pump","NULL","U","Dissolved",137,"ug/L","NWIS",152701,"USGS-CO","USGS Colorado Water Science Center","USGS-382954107515101","LGRB-Poly 22","Well","NULL",38.4983333,-107.8641667,"Differentially corrected Global Positioning System.","NAD83","5814","feet","Interpolated from topographic map.","US",8,85,"NULL","33.8","feet","33.8","feet","NWIS"
3734488,"USGS-CO","nwisco.01.01500893","Sample-Routine","Water","Groundwater","2015-03-13 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382947107465801","L-0770118 juthomas added as WSC contact, paa, 3/19/15","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",162,"ug/L","NWIS",152699,"USGS-CO","USGS Colorado Water Science Center","USGS-382947107465801","LGRB-Poly 30","Well","NULL",38.49638889,-107.7827778,"Differentially corrected Global Positioning System.","NAD83","6247","feet","Interpolated from topographic map.","US",8,85,"NULL","19.5","feet","19.5","feet","NWIS"
3734553,"USGS-CO","nwisco.01.01500906","Sample-Routine","Water","Groundwater","2015-03-10 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383730107570501","L-0760132 FED EX LATE DELIVERY   Recvd warm 3/16, ok log per Thomas, paa, 3/17/15 Chilled containers received warm at 12.7  Degrees C","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",57.2,"ug/L","NWIS",152842,"USGS-CO","USGS Colorado Water Science Center","USGS-383730107570501","LGRB-Poly 9","Well","NULL",38.62888889,-107.9530556,"Differentially corrected Global Positioning System.","NAD83","5364","feet","Interpolated from topographic map.","US",8,85,"NULL","31.3","feet","31.3","feet","NWIS"
3734709,"USGS-CO","nwisco.01.01500886","Sample-Routine","Water","Groundwater","2015-03-03 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-382427107491401","L-0650068 FED EX LATE DELIVERY","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Submersible positive-pressure pump","NULL","U","Dissolved",13.5,"ug/L","NWIS",152533,"USGS-CO","USGS Colorado Water Science Center","USGS-382427107491401","LGRB-Poly 25","Well","NULL",38.4075,-107.8205556,"Differentially corrected Global Positioning System.","NAD83","6121","feet","Interpolated from topographic map.","US",8,85,"NULL","16.2","feet","16.2","feet","NWIS"
3734985,"USGS-CO","nwisco.01.01500904","Sample-Routine","Water","Groundwater","2015-03-09 00:00:00","NULL","USGS - Colorado Water Science Center","USGS-383626107581501","L-0760129 FED EX LATE DELIVERY   Recvd warm 3/16, ok log per Thomas, paa, 3/17/15 Chilled containers received warm at 12.7  Degrees C","Stable, normal stage","Routine sample","4080","USGS parameter code 82398","Peristaltic pump","Peristaltic pump","NULL","U","Dissolved",38.6,"ug/L","NWIS",152832,"USGS-CO","USGS Colorado Water Science Center","USGS-383626107581501","LGRB-Poly 1","Well","NULL",38.6072222,-107.9708333,"Differentially corrected Global Positioning System.","NAD83","5416","feet","Interpolated from topographic map.","US",8,85,"NULL","21","feet","21","feet","NWIS"
