#
#
# US Geological Survey
# retrieved: 2025-10-20 13:24:22 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  lat_va          -- DMS latitude
#  long_va         -- DMS longitude
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_meth_cd   -- Latitude-longitude method
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#  country_cd      -- Country code
#  land_net_ds     -- Land net location description
#  map_nm          -- Name of location map
#  map_scale_fc    -- Scale of location map
#  alt_va          -- Altitude of Gage/land surface
#  alt_meth_cd     -- Method altitude determined
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  basin_cd        -- Drainage basin code
#  topo_cd         -- Topographic setting code
#  data_types_cd   -- Flags for the type of data collected
#  instruments_cd  -- Flags for instruments at site
#  construction_dt -- Date of first construction
#  inventory_dt    -- Date site established or inventoried
#  drain_area_va   -- Drainage area
#  contrib_drain_area_va -- Contributing drainage area
#  tz_cd           -- Mean Greenwich time offset
#  local_time_fg   -- Local standard time flag
#  reliability_cd  -- Data reliability code
#  gw_file_cd      -- Data-other GW files
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  aqfr_type_cd    -- Local aquifer type code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  depth_src_cd    -- Source of depth data
#  project_no      -- Project number
#  rt_bol          -- Real-time data flag
#  peak_begin_date -- Peak-streamflow data begin date
#  peak_end_date   -- Peak-streamflow data end date
#  peak_count_nu   -- Peak-streamflow data count
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#  sv_begin_date   -- Site-visit data begin date
#  sv_end_date     -- Site-visit data end date
#  sv_count_nu     -- Site-visit data count
#
#
# query started 2025-10-20 13:24:22 EDT
#
# there are 202 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	data_types_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no	rt_bol	peak_begin_date	peak_end_date	peak_count_nu	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu	sv_begin_date	sv_end_date	sv_count_nu
USGS	360845109331001	10 071-02.95X07.20	GW	360845	1093310	36.14583735	-109.55344060	M	S	NAD27	NAD83	04	04	001	US		CHINLE	  24000	 5555.	M	 10	NGVD29	14080204		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	195808				MST	N	C	YYYYNYNN		231SRMP	M	605.	605.		CHNRES	0	--	--	0	1970-02-26	1970-02-26	1	1958-09-02	1958-09-02	1	--	--	0
USGS	360851109321701	10 071-02.11X07.09	GW	360851	1093217	36.14750404	-109.53871800	M	S	NAD27	NAD83	04	04	001	US		CHINLE	  24000	 5550.	M	 10	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19360110				MST	N	C	YYNYNYNN		231SRMP	M	100.	100.		CHNRES	0	--	--	0	1949-07-18	1949-07-18	1	1948-02-03	1948-02-03	1	--	--	0
USGS	361046109170701	11 070-01.95X04.86	GW	361046	1091707	36.17944857	-109.28593570	M	S	NAD27	NAD83	04	04	001	US		CANYON DEL MUERTO	  62500	 7080.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19640619				MST	N	C	YYYYNNNN		231SRMP	N	752.	752.		CHNRES	0	--	--	0	1964-06-22	1964-06-22	1	1964-06-22	1964-06-22	1	--	--	0
USGS	361410109073201	11 069-07.00X00.95	GW	361410	1090732	36.23611516	-109.12620990	M	S	NAD27	NAD83	04	04	001	US		SONSELA BUTTES	  62500	 7280.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600824				MST	N	C	YYYYNNNN		231SRMP		682.	682.		CHNRES	0	--	--	0	--	--	0	1960-08-24	1960-08-24	1	--	--	0
USGS	361714109111401	11 051-10.43X14.66	GW	361714	1091114	36.28722516	-109.18787820	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 7090.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	197202				MST	N	C	YYYYNYNN		231SRMP		640.	640.		CHNRES	0	--	--	0	1972-02-17	1972-02-17	1	1972-02-16	2004-10-21	7	--	--	0
USGS	361731109123201	11 051-11.68X14.36	GW	361731	1091232	36.29194719	-109.20954540	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 7080.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19690620				MST	N	C	YYYYNYNN		231SRMP	N	920.	920.		CHNRES	0	--	--	0	1969-06-20	1970-03-12	2	1970-03-11	2004-10-21	8	--	--	0
USGS	361817109115801	11 051-11.17X13.47	GW	361817	1091158	36.30472490	-109.20010070	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 7140.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	197203				MST	N	C	YYYYNYNN		231SRMP		902.	902.		CHNRES	0	--	--	0	1972-04-25	1972-04-25	1	1972-03-28	2004-10-21	2	--	--	0
USGS	361833111275301	03 060-11.97X13.15	GW	361833	1112753	36.30915574	-111.46542440	M	S	NAD27	NAD83	04	04	005	US		THE GAP	  24000	 5320.	M	 10	NGVD29	15020018		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	195502				MST	N	U	YYNYNYNN		231SRMP		100.	100.		BODRES	0	--	--	0	1955-02-10	1955-02-10	1	1955-02-10	1955-02-10	1	--	--	0
USGS	362117109363501	10 053-06.11X09.99	GW	362117	1093635	36.35472368	-109.61038660	M	S	NAD27	NAD83	04	04	001	US		MANY FARMS	  24000	 5295.	M	  5	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580613				MST	N	C	YYNNNNNN		231SRMP	M	801.	801.		CHNRES	0	--	--	0	1958-06-01	1958-06-01	1	--	--	0	--	--	0
USGS	362135109370001	10 053-06.50X09.68	GW	362135	1093700	36.35972364	-109.61733120	M	S	NAD27	NAD83	04	04	001	US		MANY FARMS	  24000	 5298.	M	  5	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19401210				MST	N	C	YYNYNNNN		231SRMP	M	1253.	1253.		CHNRES	0	--	--	0	1949-07-20	1949-07-20	1	--	--	0	--	--	0
USGS	362148109373401	10 053-07.03X09.42	GW	362148	1093734	36.36333470	-109.62677580	M	S	NAD27	NAD83	04	04	001	US		MANY FARMS SW	  24000	 5305.	M	  5	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	196307				MST	N	C	YYNYNNNN		231SRMP	M	160.			CHNRES	0	--	--	0	1963-09-14	1963-09-14	1	--	--	0	--	--	0
USGS	362200109375201	10 053-07.30X09.19	GW	362200	1093752	36.36666800	-109.63177590	M	S	NAD27	NAD83	04	04	001	US		MANY FARMS SW	  24000	 5308.	M	  5	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	196409				MST	N	C	YYYYNNNN		231SRMP	M	1150.	1150.		CHNRES	0	--	--	0	1967-08-08	1971-08-18	2	--	--	0	--	--	0
USGS	362302109394101	10 053-09.00X08.01	GW	362302	1093941	36.38389010	-109.66205430	M	S	NAD27	NAD83	04	04	001	US		WINDY VALLEY	  24000	 5428.	M	  5	NGVD29	14080204		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580908				MST	N	C	YYYYNNNN		231SRMP	M	1508.	1508.		CHNRES	0	--	--	0	1958-09-10	1971-08-18	2	1958-09-18	1958-09-18	1	--	--	0
USGS	362430109141401	11 051-13.23X06.30	GW	362430	1091414	36.40833495	-109.23787940	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 6440.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19561109				MST	N	C	YYYYNNNN		231SRMP		508.	508.		CHNRES	0	--	--	0	--	--	0	1956-09-01	1956-09-01	1	--	--	0
USGS	362438109144001	11 051-13.64X06.17	GW	362438	1091440	36.41055710	-109.24510180	M	F	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 6390.	M	 20	NGVD29	14080204		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP	U	304.	304.		CHNRES	0	--	--	0	1948-06-27	1955-01-25	2	1954-03-04	1954-03-04	1	--	--	0
USGS	362445109133101	11 051-12.58X06.00	GW	362445	1091331	36.41250164	-109.22593460	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 6520.	M	 20	NGVD29	14080204		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19510906				MST	N	C	YYYYNNNN		231SRMP	M	900.	900.		CHNRES	0	--	--	0	1951-09-01	1951-09-24	2	1952-06-26	1952-06-26	1	--	--	0
USGS	362452109135201	11 051-12.90X05.88	GW	362452	1091352	36.41444604	-109.23176800	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 6480.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1958				MST	N	C	YYNNNNNN		231SRMP		1197.	1197.		CHNRES	0	--	--	0	1958-11-21	1958-11-21	1	--	--	0	--	--	0
USGS	362500109131501	11 051-12.33X05.74	GW	362500	1091315	36.41666829	-109.22149000	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 6570.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	195810				MST	N	C	YYYYNNNN		231SRMP	C	1200.	1200.		CHNRES	0	--	--	0	1958-10-28	2017-10-17	5	1964-01-01	1964-01-01	1	--	--	0
USGS	362505109134301	11 051-12.76X05.60	GW	362505	1091343	36.41805710	-109.22926800	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 6515.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19620613				MST	N	C	YYYYNYNN		231SRMP		400.	400.		CHNRES	0	--	--	0	--	--	0	1962-06-13	1962-06-13	1	--	--	0
USGS	362517109134401	11 051-12.78X05.38	GW	362517	1091344	36.42139044	-109.22954580	M	S	NAD27	NAD83	04	04	001	US		LUKACHUKAI	  62500	 6480.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	196305				MST	N	C	YYYYNYNN		231SRMP	C	783.	783.		CHNRES	0	--	--	0	1970-10-19	1970-10-19	1	1963-05-01	1963-05-01	1	--	--	0
USGS	362627109381701	10 053-07.69X04.09	GW	362627	1093817	36.44083436	-109.63872040	M	S	NAD27	NAD83	04	04	001	US		WINDY VALLEY	  24000	 5290.	M	 10	NGVD29	14080204		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19581031				MST	N	C	YYNNNNNN		231SRMP	M	1280.	1280.		CHNRES	0	--	--	0	1958-11-03	1958-11-03	1	--	--	0	--	--	0
USGS	362819109272601	11 052-11.51X01.92	GW	362819	1092726	36.47194546	-109.45788350	M	S	NAD27	NAD83	04	04	001	US		YELLOWSTONE CANYON	  62500	 5445.	M	 20	NGVD29	14080204		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19361022				MST	N	C	YYYYNNNN		231SRMP	C	202.	202.		CHNRES	0	--	--	0	1954-08-25	1954-08-25	1	--	--	0	--	--	0
USGS	362913109270901	11 052-11.25X00.90	GW	362913	1092709	36.48694536	-109.45316110	M	S	NAD27	NAD83	04	04	001	US		YELLOWSTONE CANYON	62500	 5500.	M	20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19360930				MST	N	C	YYYYNYNN		231SRMP		233	233		CHNRES	0	--	--	0	--	--	0	1936-09-30	1936-09-30	1	--	--	0
USGS	362938109361301	10 053-05.76X00.43	GW	362938	1093613	36.49388970	-109.60427510	M	S	NAD27	NAD83	04	04	001	US		MANY FARMS NE	  24000	 5172.	M	 10	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600910				MST	N	C	YYNYNYNN		231SRMP		986.	986.	R	CHNRES	0	--	--	0	--	--	0	1960-09-15	1960-09-15	1	--	--	0
USGS	362956109242801	11 052-08.77X00.07	GW	362956	1092428	36.49888974	-109.40843800	M	S	NAD27	NAD83	04	04	001	US		YELLOWSTONE CANYON	  62500	 5520.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19361111				MST	N	C	YYNYNYNN		231SRMP	N	280.	280.		CHNRES	0	--	--	0	1949-07-29	1949-07-29	1	1936-11-11	1936-11-11	1	--	--	0
USGS	363040109282001	11 035-12.31X16.41	GW	363040	1092820	36.51111195	-109.47288380	M	S	NAD27	NAD83	04	04	001	US		LOS GIGANTES BUTTES	  62500	 5360.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19361231				MST	N	C	YYYYNNNN		231SRMP	M	750.	750.		CHNRES	0	--	--	0	1949-07-22	1949-07-22	1	1952-08-26	1952-08-26	1	--	--	0
USGS	363158109205201	11 035-05.42X14.95	GW	363158	1092052	36.53277857	-109.34843710	M	S	NAD27	NAD83	04	04	001	US		LOS GIGANTES BUTTES	  62500	 5760.	M	 20	NGVD29	14080204		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19590522				MST	N	C	YYYYNNNN		231SRMP		707.	707.		CHNRES	0	--	--	0	--	--	0	1959-05-21	1959-05-21	1	--	--	0
USGS	363251109311201	11 036-01.12X13.95	GW	363251	1093112	36.54750085	-109.52066260	M	S	NAD27	NAD83	04	04	001	US		LITTLE ROUND ROCK	  24000	 5248.	M	 10	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19370529				MST	N	C	YYYYNNNN		231SRMP	C	800.	800.		CHNRES	0	--	--	0	1950-07-18	1950-07-18	1	1952-08-22	1952-08-22	1	--	--	0
USGS	363338109263101	11 035-10.65X13.05	GW	363338	1092631	36.56055637	-109.44260570	M	S	NAD27	NAD83	04	04	001	US		LOS GIGANTES BUTTES	  62500	 5800.	M	 20	NGVD29	14080204		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19520609				MST	N	C	YYYYNNNN		231SRMP	M	1325.	1325.		CHNRES	0	--	--	0	1952-06-09	1954-08-05	2	1954-08-05	1954-08-05	1	--	--	0
USGS	363438109223601	11 035-07.05X11.91	GW	363438	1092236	36.57722297	-109.37732680	M	S	NAD27	NAD83	04	04	001	US		LOS GIGANTES BUTTES	  62500	 5930.	M	 20	NGVD29	14080204		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19590509				MST	N	C	YYYYNNNN		231SRMP		1200.	1200.		CHNRES	0	--	--	0	--	--	0	1959-05-08	1959-05-08	1	--	--	0
USGS	363603109223601	11 035-07.05X10.22	GW	363603	1092236	36.60083405	-109.37732690	M	S	NAD27	NAD83	04	04	001	US		LOS GIGANTES BUTTES	  62500	 5820.	M	 20	NGVD29	14080204		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540729				MST	N	C	YYYYNNNN		231SRMP	M	1378.	1378.		CHNRES	0	--	--	0	1954-07-28	1954-07-29	2	1954-07-29	1954-07-29	1	--	--	0
USGS	363609109280001	11 035-12.03X10.14	GW	363609	1092800	36.60250080	-109.46732850	M	S	NAD27	NAD83	04	04	001	US		LOS GIGANTES BUTTES	  62500	 5555.	M	 20	NGVD29	14080204		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19580312				MST	N	C	YYYYNNNN		231SRMP		1244.	1244.		CHNRES	0	--	--	0	--	--	0	1958-03-12	1958-03-12	1	--	--	0
USGS	364352112563301	B-38-06 04ABB1 [YELLOWSTONE SPRING]	SP	364348.79	1125632.57	36.73021944	-112.94238060	N	H	NAD83	NAD83	04	04	015	US	NWNWNES04 T38N  R06W  G	WILD BAND POCKETS	  24000	 5340.	M	020	NGVD29	15010003		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	U	YYYYNNNN		231SRMP					KAN	0	--	--	0	2011-08-03	2012-11-07	4	--	--	0	1951-08-15	1951-08-15	1
USGS	364557111360301	03 029-05.59X16.13	SP	364557	1113603	36.76582188	-111.60154770	M	S	NAD27	NAD83	04	04	005	US		LEES FERRY	  62500	 4420.	M	 40	NGVD29	15010001		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYYYNNNN		231SRMP					BODRES	0	--	--	0	1952-04-30	1952-04-30	1	--	--	0	1952-04-30	1952-04-30	1
USGS	364634112521001	B-39-05 18DCB	GW	364634	1125210	36.77609680	-112.87020640	M	S	NAD27	NAD83	04	04	015	US	NWSWSES18 T39N  R05W  G	SHORT CREEK	  62500	 5260.	M	 20	NGVD29	15010003		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP		45.			KAN	0	--	--	0	1976-08-07	1976-08-07	1	--	--	0	--	--	0
USGS	364702112544801	B-39-06 14BCA	GW	364702	1125448	36.78387446	-112.91409750	M	S	NAD27	NAD83	04	04	015	US	NESWNWS14 T39N  R06W  G	SHORT CREEK	  62500	 5305.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1959				MST	N	C	YYNYNNNN		231SRMP					KAN	0	--	--	0	--	--	0	1959-01-01	1959-01-01	1	--	--	0
USGS	364720112553901	B-39-06 10CDD	GW	364720	1125539	36.78887440	-112.92826490	M	S	NAD27	NAD83	04	04	015	US	SESESWS10 T39N  R06W  G	SHORT CREEK	  62500	 5305.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP		145.	145.		KAN													
USGS	364740112532901	B-39-06 12CAA2	GW	364740	1125329	36.79443000	-112.89215220	M	S	NAD27	NAD83	04	04	015	US	NENESWS12 T39N  R06W  G	SHORT CREEK	  62500	 5195.	M	 20	NGVD29	15010003		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP					KAN	0	--	--	0	--	--	0	1976-08-07	1976-08-07	1	--	--	0
USGS	364742112532701	B-39-06 12CAA1	GW	364742	1125327	36.79498556	-112.89159660	M	S	NAD27	NAD83	04	04	015	US	NENESWS12 T39N  R06W  G	SHORT CREEK	  62500	 5190.	M	 20	NGVD29	15010003		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP					KAN													
USGS	364807112511201	B-39-05 08ABB	GW	364807	1125112	36.80193005	-112.85409500	M	S	NAD27	NAD83	04	04	015	US	NWNWNES08 T39N  R05W  G	SHORT CREEK	  62500	 5035.	M	 20	NGVD29	15010003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19740314				MST	N	C	YYNYNYNN		231SRMP		100.	100.		KAN	0	--	--	0	--	--	0	1976-08-07	1976-08-07	1	--	--	0
USGS	364813112532101	B-39-06 01DCC	GW	364813	1125321	36.80359660	-112.88993000	M	S	NAD27	NAD83	04	04	015	US	SWSWSES01 T39N  R06W  G	SHORT CREEK	  62500	 5154.	M	  1	NGVD29	15010003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP		160.	160.		KAN													
USGS	364817112523701	B-39-05 06CCA	GW	364817	1125237	36.80470776	-112.87770730	M	S	NAD27	NAD83	04	04	015	US	NESWSWS06 T39N  R05W  G	SHORT CREEK	  62500	 5100.	M	 20	NGVD29	15010003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	196212				MST	N	C	YYYYNYNN		231SRMP		150.	150.		KAN	0	--	--	0	--	--	0	1965-01-12	1965-01-12	1	--	--	0
USGS	364850112492801	B-39-05 03BBD	GW	364850	1124928	36.81387449	-112.82520520	M	S	NAD27	NAD83	04	04	015	US	SENWNWS03 T39N  R05W  G	SHORT CREEK	  62500	 4850.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1925				MST	N	C	YYNYNYNN		231SRMP		45.	45.		KAN	0	--	--	0	--	--	0	1976-08-06	1976-08-06	1	--	--	0
USGS	364850112540001	B-39-06 02AAD	GW	364850	1125400	36.81387430	-112.90076400	M	S	NAD27	NAD83	04	04	015	US	SENENES02 T39N  R06W  G	SHORT CREEK	  62500	 5120.	M	 20	NGVD29	15010003		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19711231				MST	N	C	YYNYNNNN		231SRMP		202.	202.		KAN	0	--	--	0	1976-08-07	1976-08-07	1	1972-01-02	1972-01-02	1	--	--	0
USGS	364851112493601	B-39-05 03BBC	GW	364851	1124936	36.81415226	-112.82742750	M	S	NAD27	NAD83	04	04	015	US	SWNWNWS03 T39N  R05W  G	SHORT CREEK	  62500	 4860.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1925				MST	N	C	YYNYNYNN		231SRMP		45.	45.		KAN	0	--	--	0	--	--	0	1976-01-01	1976-01-01	1	--	--	0
USGS	364854112495001	B-39-05 04AAC	GW	364854	1124950	36.81498558	-112.83131660	M	S	NAD27	NAD83	04	04	015	US	SWNENES04 T39N  R05W  G	SHORT CREEK	  62500	 4880.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNYNN		231SRMP					KAN	0	--	--	0	--	--	0	1976-08-07	1976-08-07	1	--	--	0
USGS	364858112485101	B-39-05 03ABA	GW	364858	1124851	36.81609670	-112.81492700	M	S	NAD27	NAD83	04	04	015	US	NENWNES03 T39N  R05W  G	SHORT CREEK	  62500	 4810.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1925				MST	N	C	YYNYNYNN		231SRMP	U	45.	45.		KAN	0	--	--	0	1976-08-06	1976-08-06	1	1925-01-01	1925-01-01	1	--	--	0
USGS	364858112511601	B-39-05 05BAA	GW	364858	1125116	36.81609660	-112.85520660	M	S	NAD27	NAD83	04	04	015	US	NENENWS05 T39N  R05W  G	SHORT CREEK	  62500	 5000.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1933				MST	N	U	YYYYNNNN		231SRMP		57.	57.		KAN	0	--	--	0	--	--	0	1965-01-12	1965-01-12	1	--	--	0
USGS	364952112571401	B-40-06 32AAA	GW	364952	1125714	36.83109630	-112.95465570	M	S	NAD27	NAD83	04	04	015	US	NENENES32 T40N  R06W  G	SHORT CREEK	  62500	 5110.	M	 20	NGVD29	15010009		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP		300.	300.		KAN	0	--	--	0	1976-08-07	1976-08-07	1	--	--	0	--	--	0
USGS	365043112572301	B-40-06 29AAB	GW	365043	1125723	36.84526290	-112.95715600	M	S	NAD27	NAD83	04	04	015	US	NWNENES29 T40N  R06W  G	SHORT CREEK	  62500	 5075.	M	 20	NGVD29	15010009		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP		260.	260.		KAN	0	--	--	0	--	--	0	1976-08-06	1976-08-06	1	--	--	0
