"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier.2","OrganizationFormalName","MonitoringLocationIdentifier.2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName.2","sampletime"
36388,"USGS-AZ","nwisaz.01.98500298","Sample-Routine","Water","Groundwater","1985-08-15 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-342203109230601","NULL","Stable, normal stage","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",16,"µg/L","NWIS",41231,"USGS-AZ","USGS Arizona Water Science Center","USGS-342203109230601","A-11-28 09BDA","Well","NULL",34.36753999,-109.3856513,"Interpolated from MAP.","NAD83","5930","feet","Interpolated from topographic map.","US",4,1,"NULL","113","feet","113","feet","NWIS",1985-08-15
24114,"USGS-AZ","nwisaz.01.99200742","Sample-Routine","Water","Groundwater","1992-08-13 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342254110032001","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",41304,"USGS-AZ","USGS Arizona Water Science Center","USGS-342254110032001","A-11-22 06BCD","Well","NULL",34.3817058,-110.0562243,"Interpolated from MAP.","NAD83","5819","feet","Interpolated from topographic map.","US",4,17,"NULL","372","feet","372","feet","NWIS",1992-08-13
36840,"USGS-AZ","nwisaz.01.98500296","Sample-Routine","Water","Groundwater","1985-08-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-342324109271602","NULL","Stable, normal stage","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",41336,"USGS-AZ","USGS Arizona Water Science Center","USGS-342324109271602","A-12-27 35CDA","Well","NULL",34.390038,-109.4551,"Interpolated from MAP.","NAD83","6240","feet","Interpolated from topographic map.","US",4,1,"NULL","385","feet","385","feet","NWIS",1985-08-20
18599,"USGS-AZ","nwisaz.01.98600412","Sample-Routine","Water","Groundwater","1986-08-04 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342357110040401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",41379,"USGS-AZ","USGS Arizona Water Science Center","USGS-342357110040401","A-12-22W31BDA","Well","NULL",34.3992054,-110.068447,"Interpolated from MAP.","NAD83","5705","feet","Interpolated from topographic map.","US",4,17,"NULL","350","feet","350","feet","NWIS",1986-08-04
37777,"USGS-AZ","nwisaz.01.00000648","Sample-Routine","Water","Groundwater","2000-08-15 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342433110260401","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",10,"µg/L","NWIS",41443,"USGS-AZ","USGS Arizona Water Science Center","USGS-342433110260401","A-12-18 28ACC","Well","NULL",34.4092045,-110.435122,"Interpolated from MAP.","NAD83","6440","feet","Interpolated from topographic map.","US",4,17,"NULL","409","feet","409","feet","NWIS",2000-08-15
37298,"USGS-AZ","nwisaz.01.00000628","Sample-Routine","Water","Groundwater","2000-08-03 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342523110051101","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",41508,"USGS-AZ","USGS Arizona Water Science Center","USGS-342523110051101","A-12-21 24BBC","Well","NULL",34.42309379,-110.087059,"Interpolated from MAP.","NAD83","5706","feet","Interpolated from topographic map.","US",4,17,"NULL","200","feet","200","feet","NWIS",2000-08-03
36286,"USGS-AZ","nwisaz.01.98500358","Sample-Routine","Water","Groundwater","1985-08-16 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-342603109235501","NULL","Stable, normal stage","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",19,"µg/L","NWIS",41571,"USGS-AZ","USGS Arizona Water Science Center","USGS-342603109235501","A-12-28 17DCA","Spring","NULL",34.43420427,-109.3992658,"Interpolated from MAP.","NAD83","5840","feet","Interpolated from topographic map.","US",4,1,"NULL","NULL","NULL","NULL","NULL","NWIS",1985-08-16
56200,"USGS-AZ","nwisaz.01.99000719","Sample-Routine","Water","Groundwater","1990-07-31 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342603113541601","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",41573,"USGS-AZ","USGS Arizona Water Science Center","USGS-342603113541601","B-13-16 26DBC","Well","NULL",34.43418157,-113.9052191,"Interpolated from MAP.","NAD83","1810","feet","Interpolated from topographic map.","US",4,15,"NULL","92","feet","NULL","NULL","NWIS",1990-07-31
99113,"USGS-AZ","nwisaz.01.00600227","Sample-Routine","Water","Groundwater","2006-06-20 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342612113501101","A-1780169 krblack@azwater.gov  Phone: 602-771-1507","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",0.07,"µg/L","NWIS",41583,"USGS-AZ","USGS Arizona Water Science Center","USGS-342612113501101","B-13-15 28CAA","Well","NULL",34.43668205,-113.8371617,"Interpolated from MAP.","NAD83","2080","feet","Interpolated from topographic map.","US",4,15,"NULL","400","feet","NULL","NULL","NWIS",2006-06-20
101892,"USGS-AZ","nwisaz.01.00700142","Sample-Routine","Water","Groundwater","2007-06-08 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-342825113555301","L-1648756 smpl btl arrived cracked per waterloo, paa","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",3,"µg/L","NWIS",41790,"USGS-AZ","USGS Arizona Water Science Center","USGS-342825113555301","B-13-16 16AAA","Well","NULL",34.47362538,-113.9321647,"Interpolated from MAP.","NAD83","1936","feet","Interpolated from topographic map.","US",4,15,"NULL","719","feet","719","feet","NWIS",2007-06-08
98389,"USGS-AZ","nwisaz.01.00600226","Sample-Routine","Water","Groundwater","2006-06-06 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342844113480901","A-1710086 krblack@azwater.gov L-1710086 X= Date on samples = 6-14-06","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",3.8,"µg/L","NWIS",41831,"USGS-AZ","USGS Arizona Water Science Center","USGS-342844113480901","B-13-15 11CAC3","Well","NULL",34.47890388,-113.8032723,"Interpolated from MAP.","NAD83","2450","feet","Interpolated from topographic map.","US",4,15,"NULL","225","feet","225","feet","NWIS",2006-06-06
53970,"USGS-AZ","nwisaz.01.99000716","Sample-Routine","Water","Groundwater","1990-07-31 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342906113465001","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",41890,"USGS-AZ","USGS Arizona Water Science Center","USGS-342906113465001","B-13-15 12ACB","Well","NULL",34.485015,-113.7813273,"Interpolated from MAP.","NAD83","2670","feet","Interpolated from topographic map.","US",4,15,"NULL","20","feet","NULL","NULL","NWIS",1990-07-31
150927,"USGS-AZ","nwisaz.01.99400516","Sample-Routine","Water","Groundwater","1994-08-01 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342927111235101","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",41922,"USGS-AZ","USGS Arizona Water Science Center","USGS-342927111235101","A-13-09 28ABB","Spring","NULL",34.4908599,-111.3981957,"Interpolated from MAP.","NAD83","7000","feet","Interpolated from topographic map.","US",4,5,"NULL","NULL","NULL","NULL","NULL","NWIS",1994-08-01
20838,"USGS-AZ","nwisaz.01.98900472","Sample-Routine","Water","Groundwater","1989-06-14 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-342940110045101","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",41936,"USGS-AZ","USGS Arizona Water Science Center","USGS-342940110045101","A-13-21 26ADB2","Well","NULL",34.49448135,-110.0815045,"Interpolated from MAP.","NAD83","5690","feet","Interpolated from topographic map.","US",4,17,"NULL","440","feet","440","feet","NWIS",1989-06-14
18711,"USGS-AZ","nwisaz.01.98600411","Sample-Routine","Water","Groundwater","1986-08-06 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343014110184601","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",42004,"USGS-AZ","USGS Arizona Water Science Center","USGS-343014110184601","A-13-19 22DBA","Well","NULL",34.50392476,-110.3134546,"Interpolated from MAP.","NAD83","6019","feet","Interpolated from topographic map.","US",4,17,"NULL","NULL","NULL","NULL","NULL","NWIS",1986-08-06
52504,"USGS-AZ","nwisaz.01.99000743","Sample-Routine","Water","Groundwater","1990-07-30 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343229113462901","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",42541,"USGS-AZ","USGS Arizona Water Science Center","USGS-343229113462901","B-14-15 13DDA2","Well","NULL",34.54945838,-113.7752166,"Interpolated from MAP.","NAD83","3080","feet","Interpolated from topographic map.","US",4,15,"NULL","142","feet","NULL","NULL","NWIS",1990-07-30
38307,"USGS-AZ","nwisaz.01.00000627","Sample-Routine","Water","Groundwater","2000-08-03 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343241110135001","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",42588,"USGS-AZ","USGS Arizona Water Science Center","USGS-343241110135001","A-13-20 04CDB","Well","NULL",34.5447573,-110.231231,"Interpolated from MAP.","NAD83","5932","feet","Interpolated from topographic map.","US",4,17,"NULL","485","feet","485","feet","NWIS",2000-08-03
147810,"USGS-AZ","nwisaz.01.99400517","Sample-Routine","Water","Groundwater","1994-08-05 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343314111183801","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",3,"µg/L","NWIS",42677,"USGS-AZ","USGS Arizona Water Science Center","USGS-343314111183801","A-14-10 32DBD","Well","NULL",34.55391439,-111.3112502,"Interpolated from MAP.","NAD83","6855","feet","Interpolated from topographic map.","US",4,5,"NULL","600","feet","600","feet","NWIS",1994-08-05
97793,"USGS-AZ","nwisaz.01.00600228","Sample-Routine","Water","Groundwater","2006-06-16 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343527113474201","A-1710060 krblack@azwater.gov","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",0.36,"µg/L","NWIS",43020,"USGS-AZ","USGS Arizona Water Science Center","USGS-343527113474201","B-14-15 02AAB2","Well","NULL",34.5905686,-113.7954954,"Interpolated from MAP.","NAD83","3069","feet","Interpolated from topographic map.","US",4,15,"NULL","150","feet","150","feet","NWIS",2006-06-16
18936,"USGS-AZ","nwisaz.01.98600466","Sample-Routine","Water","Groundwater","1986-08-05 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343607109595201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",43071,"USGS-AZ","USGS Arizona Water Science Center","USGS-343607109595201","A-14-22 14CCA","Well","NULL",34.60197904,-109.9984477,"Interpolated from MAP.","NAD83","5670","feet","Interpolated from topographic map.","US",4,17,"NULL","NULL","NULL","NULL","NULL","NWIS",1986-08-05
37456,"USGS-AZ","nwisaz.01.00000651","Sample-Routine","Water","Groundwater","2000-08-17 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343640110353001","NULL","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",7,"µg/L","NWIS",43143,"USGS-AZ","USGS Arizona Water Science Center","USGS-343640110353001","A-14-17 18BBB","Well","NULL",34.61114298,-110.5923494,"Interpolated from MAP.","NAD83","6070","feet","Interpolated from topographic map.","US",4,17,"NULL","800","feet","800","feet","NWIS",2000-08-17
38131,"USGS-AZ","nwisaz.01.00000650","Sample-Routine","Water","Groundwater","2000-08-17 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343702110391201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",12,"µg/L","NWIS",43166,"USGS-AZ","USGS Arizona Water Science Center","USGS-343702110391201","A-14-16 09DBB","Well","NULL",34.61725374,-110.6540169,"Interpolated from MAP.","NAD83","6205","feet","Interpolated from topographic map.","US",4,17,"NULL","1038","feet","1038","feet","NWIS",2000-08-17
38247,"USGS-AZ","nwisaz.01.00000652","Sample-Routine","Water","Groundwater","2000-08-17 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343827110345701","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",6,"µg/L","NWIS",43308,"USGS-AZ","USGS Arizona Water Science Center","USGS-343827110345701","A-15-17 31DCC","Well","NULL",34.6408643,-110.583183,"Interpolated from MAP.","NAD83","5917","feet","Interpolated from topographic map.","US",4,17,"NULL","NULL","NULL","NULL","NULL","NWIS",2000-08-17
99440,"USGS-AZ","nwisaz.01.00600230","Sample-Routine","Water","Groundwater","2006-06-20 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343837113493201","A-1780080 krblack@azwater.gov  602-771-1507","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",0.86,"µg/L","NWIS",43338,"USGS-AZ","USGS Arizona Water Science Center","USGS-343837113493201","B-15-15 15BCB2","Well","NULL",34.643623,-113.82633,"Interpolated from MAP.","NAD83","3100","feet","Interpolated from topographic map.","US",4,15,"NULL","300","feet","300","feet","NWIS",2006-06-20
37603,"USGS-AZ","nwisaz.01.00000687","Sample-Routine","Water","Groundwater","2000-09-12 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343841110312601","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",43352,"USGS-AZ","USGS Arizona Water Science Center","USGS-343841110312601","A-15-17 34DAC","Well","NULL",34.64475329,-110.5245712,"Interpolated from MAP.","NAD83","5901","feet","Interpolated from topographic map.","US",4,17,"NULL","647","feet","647","feet","NWIS",2000-09-12
104809,"USGS-AZ","nwisaz.01.00800063","Sample-Routine","Water","Groundwater","2008-03-13 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-343940114170301","L-0998710 Received March 15,2008","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1.1,"µg/L","NWIS",43452,"USGS-AZ","USGS Arizona Water Science Center","USGS-343940114170301","B-15-19 07AAB1","Well","NULL",34.6610563,-114.2852408,"Differentially corrected Global Positioning System.","NAD83","1462.2","feet","Differentially corrected Global Positioning System.","US",4,15,"NULL","900","feet","900","feet","NWIS",2008-03-13
50303,"USGS-AZ","nwisaz.01.00000698","Sample-Routine","Water","Groundwater","2000-08-21 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-343958109493301","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",7,"µg/L","NWIS",43477,"USGS-AZ","USGS Arizona Water Science Center","USGS-343958109493301","A-15-24 29CDB  UNSURV","Well","NULL",34.66614487,-109.8265002,"Interpolated from MAP.","NAD83","5332","feet","Interpolated from topographic map.","US",4,1,"NULL","263","feet","263","feet","NWIS",2000-08-21
54199,"USGS-AZ","nwisaz.01.99000718","Sample-Routine","Water","Groundwater","1990-07-30 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344012113442101","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",43491,"USGS-AZ","USGS Arizona Water Science Center","USGS-344012113442101","B-15-14 05ADD","Well","NULL",34.67001208,-113.739939,"Interpolated from MAP.","NAD83","4130","feet","Interpolated from topographic map.","US",4,15,"NULL","232","feet","232","feet","NWIS",1990-07-30
37730,"USGS-AZ","nwisaz.01.00000688","Sample-Routine","Water","Groundwater","2000-09-12 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344104110375201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",7,"µg/L","NWIS",43548,"USGS-AZ","USGS Arizona Water Science Center","USGS-344104110375201","A-15-16 15DDC","Well","NULL",34.6844739,-110.6317953,"Interpolated from MAP.","NAD83","5912","feet","Interpolated from topographic map.","US",4,17,"NULL","900","feet","900","feet","NWIS",2000-09-12
37200,"USGS-AZ","nwisaz.01.98002193","Sample-Routine","Water","Groundwater","1980-08-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-344211113364101","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",43646,"USGS-AZ","USGS Arizona Water Science Center","USGS-344211113364101","B-16-13 27BBD","Well","NULL",34.70306844,-113.6121575,"Interpolated from MAP.","NAD83","2000","feet","Interpolated from topographic map.","US",4,15,"NULL","280","feet","280","feet","NWIS",1980-08-20
37711,"USGS-AZ","nwisaz.01.98002197","Sample-Routine","Water","Groundwater","1980-08-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-344217113365701","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",10,"µg/L","NWIS",43659,"USGS-AZ","USGS Arizona Water Science Center","USGS-344217113365701","B-16-13 27BBB","Well","NULL",34.704735,-113.6166021,"Interpolated from MAP.","NAD83","2037","feet","Interpolated from topographic map.","US",4,15,"NULL","200","feet","200","feet","NWIS",1980-08-20
103571,"USGS-AZ","nwisaz.01.00800201","Sample-Routine","Water","Groundwater","2008-06-24 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344219113365701","A-1790163 krblank@azwater.gov  Phone: 602-771-1507","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",11.7,"µg/L","NWIS",43663,"USGS-AZ","USGS Arizona Water Science Center","USGS-344219113365701","B-16-13 22CCC1","Well","NULL",34.70529057,-113.6166021,"Interpolated from MAP.","NAD83","2036","feet","Interpolated from topographic map.","US",4,15,"NULL","188","feet","188","feet","NWIS",2008-06-24
55651,"USGS-AZ","nwisaz.01.99000712","Sample-Routine","Water","Groundwater","1990-08-02 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344328114260501","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",5,"µg/L","NWIS",43870,"USGS-AZ","USGS Arizona Water Science Center","USGS-344328114260501","B-16-20H14CAC1","Well","NULL",34.72528507,-114.4338486,"Interpolated from MAP.","NAD83","760","feet","Interpolated from topographic map.","US",4,15,"NULL","396","feet","396","feet","NWIS",1990-08-02
97047,"USGS-AZ","nwisaz.01.00600461","Sample-Routine","Water","Groundwater","2006-06-15 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344334114274601","A-1710062 krblack@azwater.gov","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",17.5,"µg/L","NWIS",43885,"USGS-AZ","USGS Arizona Water Science Center","USGS-344334114274601","B-16-21 36CBC1","Well","NULL",34.7260488,-114.4635078,"Differentially corrected Global Positioning System.","NAD83","640.5","feet","Differentially corrected Global Positioning System.","US",4,15,"NULL","705","feet","744","feet","NWIS",2006-06-15
96597,"USGS-AZ","nwisaz.01.00600233","Sample-Routine","Water","Groundwater","2006-06-15 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344348114260401","A-1710061 krblack@azwater.gov","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",4.2,"µg/L","NWIS",43930,"USGS-AZ","USGS Arizona Water Science Center","USGS-344348114260401","B-16-20H14BCA1","Well","NULL",34.73047385,-114.436207,"Differentially corrected Global Positioning System.","NAD83","729","feet","Differentially corrected Global Positioning System.","US",4,15,"NULL","503","feet","503","feet","NWIS",2006-06-15
37652,"USGS-AZ","nwisaz.01.00000631","Sample-Routine","Water","Groundwater","2000-08-02 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344403110143501","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",43976,"USGS-AZ","USGS Arizona Water Science Center","USGS-344403110143501","A-16-21 33DDD","Well","NULL",34.7341966,-110.2437333,"Interpolated from MAP.","NAD83","5615","feet","Interpolated from topographic map.","US",4,17,"NULL","362","feet","362","feet","NWIS",2000-08-02
103225,"USGS-AZ","nwisaz.01.00800069","Sample-Routine","Water","Groundwater","2008-03-24 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344408114260401","NULL","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",14.8,"µg/L","NWIS",43992,"USGS-AZ","USGS Arizona Water Science Center","USGS-344408114260401","B-16-20H11CCD1","Well","NULL",34.73515988,-114.4359459,"Differentially corrected Global Positioning System.","NAD83","704.6","feet","Differentially corrected Global Positioning System.","US",4,15,"NULL","880","feet","880","feet","NWIS",2008-03-24
149223,"USGS-AZ","nwisaz.01.99400518","Sample-Routine","Water","Groundwater","1994-08-04 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344436111243701","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",44071,"USGS-AZ","USGS Arizona Water Science Center","USGS-344436111243701","A-16-09 28CBC","Well","NULL",34.7433546,-111.4109796,"Interpolated from MAP.","NAD83","7495","feet","Interpolated from topographic map.","US",4,5,"NULL","97","feet","135","feet","NWIS",1994-08-04
35095,"USGS-AZ","nwisaz.01.98002210","Sample-Routine","Water","Groundwater","1980-08-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-344443113360701","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",9,"µg/L","NWIS",44106,"USGS-AZ","USGS Arizona Water Science Center","USGS-344443113360701","B-16-13 10ADB","Well","NULL",34.74529008,-113.6027133,"Interpolated from MAP.","NAD83","2018","feet","Interpolated from topographic map.","US",4,15,"NULL","125","feet","125","feet","NWIS",1980-08-19
35591,"USGS-AZ","nwisaz.01.98002213","Sample-Routine","Water","Groundwater","1980-08-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-344603113364501","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",7,"µg/L","NWIS",44335,"USGS-AZ","USGS Arizona Water Science Center","USGS-344603113364501","B-16H13 34CBA","Well","NULL",34.769734,-113.6132694,"Interpolated from MAP.","NAD83","2070","feet","Interpolated from topographic map.","US",4,15,"NULL","115","feet","115","feet","NWIS",1980-08-19
19078,"USGS-AZ","nwisaz.01.98600526","Sample-Routine","Water","Groundwater","1986-08-05 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344644110023301","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",44568,"USGS-AZ","USGS Arizona Water Science Center","USGS-344644110023301","A-16-22 17CDC","Well","NULL",34.7789188,-110.0431725,"Interpolated from MAP.","NAD83","5170","feet","Interpolated from topographic map.","US",4,17,"NULL","160","feet","160","feet","NWIS",1986-08-05
48078,"USGS-AZ","nwisaz.01.98801056","Sample-Routine","Water","Groundwater","1988-03-15 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344716114334201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",44687,"USGS-AZ","USGS Arizona Water Science Center","USGS-344716114334201","B-16-22 12BDD1","Well","NULL",34.78639437,-114.5624634,"Interpolated from MAP.","NAD83","465","feet","Interpolated from topographic map.","US",4,15,"NULL","53","feet","53","feet","NWIS",1988-03-15
18894,"USGS-AZ","nwisaz.01.98600409","Sample-Routine","Water","Groundwater","1986-08-05 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-344720110135201","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",44697,"USGS-AZ","USGS Arizona Water Science Center","USGS-344720110135201","A-16-20 16BAC","Well","NULL",34.78808417,-110.2320667,"Interpolated from MAP.","NAD83","5435","feet","Interpolated from topographic map.","US",4,17,"NULL","450","feet","450","feet","NWIS",1986-08-05
35818,"USGS-AZ","nwisaz.01.98002215","Sample-Routine","Water","Groundwater","1980-08-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-344732113365301","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",8,"µg/L","NWIS",44739,"USGS-AZ","USGS Arizona Water Science Center","USGS-344732113365301","B-16H13 22CCC","Well","NULL",34.79223366,-113.6154919,"Interpolated from MAP.","NAD83","2118","feet","Interpolated from topographic map.","US",4,15,"NULL","125","feet","125","feet","NWIS",1980-08-19
34780,"USGS-AZ","nwisaz.01.98002219","Sample-Routine","Water","Groundwater","1980-09-04 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-344847114075801","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",5,"µg/L","NWIS",44873,"USGS-AZ","USGS Arizona Water Science Center","USGS-344847114075801","B-17-17W31BDB","Well","NULL",34.81472948,-114.139118,"Interpolated from MAP.","NAD83","1698","feet","Altimeter.","US",4,15,"NULL","460","feet","460","feet","NWIS",1980-09-04
19200,"USGS-AZ","nwisaz.01.98600464","Sample-Routine","Water","Groundwater","1986-08-04 00:00:00","NULL","Ariz. Dept. of Water Resources","USGS-345011110201101","NULL","Stable, normal stage","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",45003,"USGS-AZ","USGS Arizona Water Science Center","USGS-345011110201101","A-17-19 28CCB","Well","NULL",34.8364158,-110.337069,"Interpolated from MAP.","NAD83","5285","feet","Interpolated from topographic map.","US",4,17,"NULL","280","feet","280","feet","NWIS",1986-08-04
35376,"USGS-AZ","nwisaz.01.98002830","Sample-Routine","Water","Groundwater","1980-06-17 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-345111114351601","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",6,"µg/L","NWIS",45202,"USGS-AZ","USGS Arizona Water Science Center","USGS-345111114351601","B-17-22 14DCC1","Well","NULL",34.85330974,-114.5887975,"Interpolated from Digital MAP.","NAD83","465","feet","Interpolated from topographic map.","US",4,15,"NULL","NULL","NULL","NULL","NULL","NWIS",1980-06-17
