#
#
# US Geological Survey
# retrieved: 2025-10-17 19:18:47 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#
#
# query started 2025-10-17 19:18:47 EDT
#
# there are 1117 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm
USGS	350556103232701	10N.33E.13.21111
USGS	350556103335001	10N.32E.17.212112
USGS	350556104040001	10N.27E.10.343
USGS	350557103364501	10N.31E.12.333
USGS	350557103364502	10N.31E.12.333   A
USGS	350559103252601	10N.33E.10.434313
USGS	350603107525401	10N.10W.15.124
USGS	350609103382401	10N.31E.10.34221
USGS	350610103580301	10N.28E.09.42323
USGS	350612106230001	10N.05E.10.424
USGS	350620103225701	10N.33E.12.422241
USGS	350623103243101	10N.33E.11.14444
USGS	350623103282801	10N.33E.07.234
USGS	350623103402701	10N.31E.08.233
USGS	350627103050301	10N.36E.11.24134
USGS	350628104035001	10N.27E.10.14412
USGS	350633103054601	10N.36E.11.11344
USGS	350634104021501	10N.27E.11.242213
USGS	350638103113901	10N.35E.11.21423
USGS	350644103591101	10N.28E.08.21222
USGS	350646103350401	10N.32E.07.122243
USGS	350647103065601	10N.36E.03.33
USGS	350648103111901	10N.35E.01.33330
USGS	350648103142701	10N.35E.04.333
USGS	350649109350301	A-20-26 21DCB
USGS	350650103371601	10N.31E.02.43333
USGS	350651103064101	10N.36E.03.334224
USGS	350653103215301	10N.34E.06.44424
USGS	350656103052601	10N.36E.02.134214
USGS	350656103072001	10N.36E.04.43213
USGS	350659110315301	A-20-17 22CAC
USGS	350701106223701	10N.05E.02.341
USGS	350703103245301	10N.33E.02.314310
USGS	350707103323901	10N.32E.04.423114
USGS	350707106222401	10N.05E.02.413
USGS	350707109341301	A-20-26 22BDC
USGS	350708103280001	10N.33E.05.31243
USGS	350709106221301	10N.05E.02.414  TEXACO STATION
USGS	350710103064201	10N.36E.03.312241
USGS	350713103060001	10N.36E.03.244334
USGS	350713103060101	10N.36E.03.24433
USGS	350715103371301	10N.31E.02.41112
USGS	350716103185701	10N.34E.03.23444
USGS	350717104034601	10N.27E.03.14442
USGS	350717106222302	10N.05E.02.233B
USGS	350719103385101	10N.31E.03.13313
USGS	350721106222101	10N.05E.02.233A
USGS	350721106222401	10N.05E.02.233
USGS	350729103215301	10N.34E.06.224
USGS	350735106223001	10N.05E.02.122B
USGS	350738103045101	10N.36E.02.222
USGS	350739103142801	10N.35E.05.2222
USGS	350739103163101	10N.35E.06.111114
USGS	350740107493901	10N.09W.06.1422
USGS	350741103335801	11N.32E.32.43333
USGS	350741107493301	10N.09W.06.2311
USGS	350742103243401	11N.33E.35.344332
USGS	350744103312301	11N.32E.34.444421 404
USGS	350746103283901	11N.33E.31.433211
USGS	350749103112201	11N.35E.35.442412
USGS	350751106221501	11N.05E.35.441
USGS	350753103122101	11N.35E.35.33111
USGS	350755106221801	11N.05E.35.414
USGS	350756103132401	11N.35E.33.42442
USGS	350801103030201	11N.37E.31.41232
USGS	350801103143501	11N.35E.20.424442
USGS	350804106181401	11N.06E.28.431
USGS	350805106220801	11N.05E.35.422
USGS	350807103171501	11N.34E.36.321121
USGS	350807103332801	11N.32E.32.24444
USGS	350808106222101	11N.05E.35.234b
USGS	350811106221701	11N.05E.35.244A
USGS	350812106220001	11N.05E.36.133
USGS	350813103132401	11N.35E.33.24240
USGS	350813103202201	11N.34E.33.143223
USGS	350816103125201	11N.35E.34.23113
USGS	350817103240101	11N.33E.35.242142
USGS	350820103130801	11N.35E.34.11444
USGS	350821103184201	11N.34E.34.22430
USGS	350821103194001	11N.34E.34.11333
USGS	350823103260501	11N.33E.33.224243
USGS	350824103031101	11N.37E.31.213121 405
USGS	350824103303401	11N.32E.35.22313
USGS	350826103211501	11N.34E.26.113324
USGS	350829106215701	11N.05E.36.111
USGS	350832103115401	11N.35E.35.12221
USGS	350833103105601	11N.35E.25.34340
USGS	350833103265201	11N.33E.28.334442
USGS	350833103301701	11N.32E.25.333334
USGS	350834103395301	11N.31E.28.33333
USGS	350835103021701	11N.37E.29.43340
USGS	350840103051301	11N.36E.26.431424
USGS	350841106183001	11N.06E.28.341
USGS	350842103082901	11N.36E.29.431131
USGS	350842106214101	11N.05E.25.341
USGS	350846103194001	11N.34E.27.33111
USGS	350847106180701	11N.06E.28.414
USGS	350847106181401	11N.06E.28.413
USGS	350849103152801	11N.35E.30.42424
USGS	350851106180301	11N.06E.28.412
USGS	350855106212501	11N.05E.25.411b
USGS	350857103141001	11N.35E.28.321113
USGS	350857103343401	11N.32E.30.422231 408
USGS	350859103190901	11N.34E.27.411111
USGS	350859106214301	11N.05E.25.143A
USGS	350902106213301	11N.05E.25.144 DUP
USGS	350902106214201	11N.05E.25.143
USGS	350903106213401	11N.05E.25.144
USGS	350906106195101	11N.06E.29.131
USGS	350907106212501	11N.05E.25.231
USGS	350907106214101	11N.05E.25.141
USGS	350908103022301	11N.37E.29.142442
USGS	350909103153701	11N.35E.30.241243
USGS	350911103152601	11N.35E.29.131112
USGS	350912106195101	11N.06E.29.113
USGS	350914109301301	A-20-27 08BBB
USGS	350920106211001	11N.05E.25.221
USGS	350924106212501	11N.05E.25.211
USGS	350925106193101	11N.06E.20.344
USGS	350925106194301	11N.06E.20.334
USGS	350927103133201	11N.35E.21.443424
USGS	350928103110801	11N.35E.24.33414
USGS	350928106211101	11N.05E.24.443B
USGS	350930103241301	11N.33E.23.43422
USGS	350930103302801	11N.32E.23.443223 410
USGS	350930106210701	11N.05E.24.443
USGS	350930106210702	11N.05E.24.443 RE-DRILL
USGS	350931106200901	11N.06E.19.441
USGS	350933106194201	11N.06E.20.332
USGS	350935106204001	11N.06E.19.341A
USGS	350937106192601	11N.06E.20.324
USGS	350941106202201	11N.06E.19.413
USGS	350945105511701	11N.10E.23.311
USGS	350946106193501	11N.06E.20.321
USGS	350946106205401	11N.06E.19.311 SANDIA PARK 1
USGS	350947103230501	11N.33E.24.42114
USGS	350947106212501	11N.05E.24.411
USGS	350948106211101	11N.05E.24.421
USGS	350951103034101	11N.37E.19.13343
USGS	350952103162701	11N.35E.19.133341
USGS	350952103173001	11N.34E.24.13330
USGS	350953106204101	11N.06E.19.143
USGS	350957103152401	11N.35E.20.13312
USGS	350958106211101	11N.05E.24.241
USGS	351000103111901	11N.35E.24.13131
USGS	351000103363201	11N.31E.24.132322
USGS	351002103235901	11N.33E.23.242212
USGS	351003103420002	11N.31E.19.131113A
USGS	351003106205401	11N.05E.19.113
USGS	351004106202901	11N.06E.19.124
USGS	351006103120001	11N.35E.23.123412
USGS	351008106190201	11N.06E.20.223
USGS	351010103315201	11N.32E.22.21311 411
USGS	351012103341101	11N.32E.20.121324
USGS	351013106220801	11N.05E.23.222A
USGS	351014106202801	11N.06E.19.122
USGS	351017103112001	11N.35E.14.44444
USGS	351018103152501	11N.35E.20.42444
USGS	3510201034021	11N.31E.05.434311
USGS	351029103133201	11N.35E.16.441224
USGS	351030103231001	11N.33E.13.414441
USGS	351030103291601	11N.32E.13.42444
USGS	351041103461901	11N.30E.17.244
USGS	351044103023801	11N.37E.17.31222
USGS	351051103235701	11N.33E.14.24242
USGS	351055103065401	11N.36E.15.131111
USGS	351055103081301	11N.36E.17.241111
USGS	351100103144201	11N.35E.17.21420
USGS	351101103024601	11N.37E.18.22423
USGS	351101103112401	11N.35E.14.224124
USGS	351102103342701	11N.32E.17.11130
USGS	351107103225301	11N.33E.13.222224
USGS	351108103215001	11N.34E.18.222221
USGS	351108103285201	11N.33E.07.343444
USGS	351109103301601	11N.32E.12.33334
USGS	351109103322001	11N.32E.10.33344
USGS	351110103225901	11N.34E.18.2222212A
USGS	351123103182601	11N.34E.11.31434
USGS	351126103103501	11N.35E.12.414234
USGS	351140103354001	11N.32E.07.13311
USGS	351149103343201	11N.32E.08.113324
USGS	351149109260802	A-21-27 25BBD2
USGS	351151103321801	11N.32E.10.114134
USGS	351155103151701	11N.35E.08.11230
USGS	351158103094401	11N.36E.07.12123
USGS	351158103393001	11N.31E.09.122131
USGS	351158109261601	A-21-27 24CCC
USGS	351200103233301	11N.33E.01.34300 418
USGS	351201103153301	11N.35E.07.222121
USGS	351204103183501	11N.34E.02.333321
USGS	351204103211301	11N.34E.05.433322
USGS	351205103151501	11N.35E.05.334234
USGS	351205103153601	11N.35E.06.443242
USGS	351206103410501	11N.31E.06.444113
USGS	351210103153601	11N.35E.06.44142
USGS	351212109224201	A-21-28 21CAD
USGS	351216103224401	11N.34E.06.31431
USGS	351217103064201	11N.36E.03.314412
USGS	351217103105601	11N.35E.01.32342
USGS	351217103354101	11N.31E.01.42420
USGS	351219103323201	11N.32E.04.424122
USGS	351226103170301	11N.34E.01.322221
USGS	351227103154701	11N.35E.06.41221
USGS	351231103101901	11N.35E.01.244243
USGS	351233103040501	11N.36E.01.23421 419
USGS	351233108264401	11N.15W.05.123
USGS	351234107512701	11N.10W.02.412
USGS	351234107522501	11N.10W.03.400
USGS	351240109263001	A-21-27 23A
USGS	351244103162701	11N.35E.06.11310 420
USGS	351246103374801	11N.31E.03.22244
USGS	351247103165001	11N.34E.01.21230
USGS	351253109201401	A-21-28 14DCA
USGS	351254104405101	ANTON CHICO GRANT
USGS	351255103173401	12N.34E.35.444424
USGS	351256103144001	12N.35E.32.44331
USGS	351257107520601	11N.10W.02.111
USGS	351258109200101	A-21-28 14DAD
USGS	351300108251501	11N.15W.04.223
USGS	351302103134501	12N.35E.33.43231
USGS	351303103183701	12N.34E.35.33113
USGS	351303107532102	11N.10W.04.222A
USGS	351307107533001	12N.10W.33.444
USGS	351310103112201	12N.35E.35.424143
USGS	351311103233101	12N.33E.36.32411
USGS	351329103302301	12N.32E.35.24224
USGS	351332103162901	12N.35E.31.11333
USGS	351332103323001	12N.32E.33.22444
USGS	351332103413501	12N.31E.31.124332
USGS	351337103340201	12N.32E.32.213121
USGS	351343103325101	12N.32E.33.212123
USGS	351347103404201	12N.31E.29.33442
USGS	351347107523701	12N.10W.34.214
USGS	351351103091401	12N.36E.30.44412
USGS	351354107552501	12N.10W.32.111A
USGS	351355107511901	12N.10W.35.221
USGS	351358103162901	12N.35E.30.31333
USGS	351402103101901	12N.35E.25.424141
USGS	351408107561501	12N.10W.30.332
USGS	351411103173401	12N.34E.26.24444
USGS	351411109170701	A-21-29 08ABD1
USGS	351420103163801	12N.34E.25.24142
USGS	351428108262201	12N.15W.29.412
USGS	351436103364001	12N.31E.25.11112
USGS	351445103095401	12N.36E.19.341322
USGS	351448103054901	12N.36E.23.331221
USGS	351449103064401	12N.36E.22.323333
USGS	351502103195601	12N.34E.21.42111
USGS	351502103333501	12N.32E.20.422212
USGS	351503103213301	12N.34E.20.13444
USGS	351507107550702	12N.10W.05.341
USGS	351514110231301	07 129-07.73X16.98
USGS	351521107514101	12N.10W.23.233A
USGS	351526103294401	12N.32E.24.21120
USGS	351526107580001	12N.11W.23.231
USGS	351528103222001	12N.34E.19.21111
USGS	351528103353501	12N.32E.19.11121
USGS	351530109280301	17 125-12.32X16.68
USGS	351531103340501	12N.32E.17.34442
USGS	351537103302202	12N.32E.13.331313A
USGS	351549103064401	12N.36E.15.32113 527
USGS	351550103054401	12N.36E.14.312142
USGS	351554103280901	12N.33E.18.244443
USGS	351558103375101	12N.31E.15.24414
USGS	351601103091201	12N.36E.18.242414
USGS	351604107500501	12N.09W.18.311
USGS	351619103225301	12N.33E.13.222222
USGS	351620103142801	12N.35E.08.444443
USGS	351620103210102	12N.34E.17.212222
USGS	351622103100001	12N.36E.07.334214
USGS	351625103302701	12N.32E.11.444144
USGS	351631107593601	12N.11W.15.111
USGS	351638103343401	12N.32E.08.313132
USGS	351642103224701	12N.34E.07.311412
USGS	351643103034801	12N.36E.12.42222
USGS	351644107482901	12N.09W.08.431
USGS	351645103154301	12N.35E.07.23444
USGS	351652103373901	12N.31E.11.133224
USGS	351653103204501	12N.34E.08.24244
USGS	351654103260701	12N.33E.09.242323
USGS	351700103284201	12N.33E.07.124432
USGS	351700103323101	12N.32E.09.224443 422
USGS	351709103175801	12N.34E.11.211244
USGS	351712103211601	12N.34E.08.21111
USGS	351712103272401	12N.33E.05.43443
USGS	351715103364501	12N.31E.02.444423
USGS	351724103280801	12N.33E.06.44222
USGS	351734103281601	12N.33E.06.42142
USGS	351737103161301	12N.35E.06.14200
USGS	351738103205601	12N.34E.05.42121
USGS	351743108010601	12N.11W.05.413
USGS	351751103274301	12N.33E.05.124334
USGS	351752103224501	12N.34E.06.11300
USGS	351753103361801	12N.31E.01.124334
USGS	351755103345201	12N.32E.06.21442
USGS	351755107501201	12N.10W.01.244
USGS	351756103054301	12N.36E.02.11241
USGS	351801103121601	12N.35E.02.11112
USGS	351815107501001	12N.10W.01.222
USGS	351815107591701	12N.11W.03.121
USGS	351816107592601	12N.11W.03.112
USGS	351852103360401	13N.31E.36.21133
USGS	351859103224501	13N.33E.25.44432
USGS	351906109055801	18 124-05.65X12.60
USGS	351906109060201	18 124-05.70X12.60
USGS	351912107523401	13N.10W.27.4444
USGS	351918107485601	13N.09W.29.3433
USGS	351929105085901	13N.17E.28.31113
USGS	351937103263102	13N.33E.28.124331A
USGS	352020107582301	13N.11W.23.324
USGS	352046108003401	13N.11W.21.121
USGS	352106103202401	13N.34E.16.311223
USGS	352117108353401	13N.17W.13.3241 STINKING SP
USGS	352135108020101	13N.11W.17.114A DUP
USGS	352136108014301	13N.11W.17.123A
USGS	352136108015901	13N.11W.17.1132
USGS	352136108020401	13N.11W.18.224 DUP
USGS	352136108020701	13N.11W.18.224
USGS	352140108024301	13N.11W.18.120
USGS	352141105101901	13N.17E.18.211
USGS	352143108023801	13N.11W.18.122B
USGS	352145103324401	13N.32E.09.431133
USGS	352148108023001	13N.11W.07.433
USGS	352149108023801	13N.11W.07.344 DUP
USGS	352156108031701	13N.12W.12.441
USGS	352159103345701	13N.32E.07.322114
USGS	352159105051501	13N.18E.07.413
USGS	352201103372901	13N.31E.11.134343
USGS	352204108045101	13N.12W.11.32
USGS	352218103125501	13N.35E.10.111423
USGS	352232103293001	13N.32E.01.434
USGS	352234108011401	13N.11W.08.2211
USGS	352234108011501	13N.11W.08.210
USGS	352243105113501	13N.16E.12.21341
USGS	352305109512901	17 127-06.10X07.95
USGS	352404103302301	14N.32E.35.223
USGS	352414108132401	14N.13W.33.141
USGS	352417103303901	14N.32E.26.433
USGS	352426108130802	14N.13W.33.211A
USGS	352426108130803	14N.13W.33.211B
USGS	352430103301501	14N.32E.26.424
USGS	352430103311201	14N.32E.26.313
USGS	352431103302301	14N.32E.26.423
USGS	352456108102501	14N.13W.25.1334
USGS	352458109301101	17 126-00.17X05.80
USGS	352522103333801	14N.32E.20.414
USGS	352528108140601	14N.13W.20.4323
USGS	352550103364201	14N.31E.23.2213 432
USGS	352613108080802	14N.12W.20.112
USGS	352614109074201	18 124-07.25X04.35
USGS	352631105072301	14N.17E.15.43311
USGS	352636103231101	14N.33E.13.12440
USGS	352642103290501	14N.33E.18.113
USGS	352643103353501	14N.31E.13.223
USGS	352648103312301	14N.32E.15.221
USGS	352701103343501	14N.32E.07.432232
USGS	352703103392901	14N.31E.09.313423
USGS	352707103344601	14N.32E.07.414
USGS	352726105084401	14N.17E.04.343 490
USGS	352745108320201	NAVAJO RESERVATION
USGS	352759103331701	14N.32E.04.313
USGS	352806103373801	14N.31E.03.422111
USGS	352811103244901	14N.33E.03.244231
USGS	352818103350401	14N.32E.06.142
USGS	352822103275101	14N.33E.05.11341
USGS	352825108323201	14N.16W.04.430
USGS	352840103245001	15N.33E.35.333
USGS	352843103072801	15N.36E.33.33222
USGS	352844103060801	15N.36E.34.32444
USGS	352932108280201	15N.15W.31.124
USGS	352935108280001	15N.15W.31.1242
USGS	352947103380401	15N.31E.27.322424
USGS	353003103395401	15N.31E.29.241111
USGS	353032108324401	15N.16W.21.330
USGS	353038103293801	15N.32E.24.322332
USGS	353053103390301	15N.31E.21.231322
USGS	353058106504601	15N.01E.21.134
USGS	353104106503601	15N.01E.21.141
USGS	353152106504901	15N.01E.16.233
USGS	353210103345701	15N.32E.07.433
USGS	353213108380601	15N.17W.16.2222
USGS	353224103331201	15N.32E.09.31114
USGS	353225103371201	15N.31E.11.324
USGS	353227103354301	15N.31E.12.421
USGS	353228103434101	15N.30E.11.321
USGS	353234106500801	15N.01E.09.414
USGS	353242106490701	15N.01E.10.1411 SALT-MOUND SPRING
USGS	353243103302801	15N.32E.11.213422
USGS	353249106493301	15N.01E.10.141
USGS	353308103254401	15N.33E.03.314
USGS	353315103405601	15N.31E.06.421341
USGS	353320111111401	05-116 10.50X13.37
USGS	353403103450901	16N.30E.33.42331
USGS	353517106463601	16N.01E.25.4221
USGS	353518109061201	18 108-05.85X11.20
USGS	353519103275201	16N.33E.29.113322
USGS	353552106424901	16N.02E.10.000
USGS	353552106453301	16N.02E.20.3313
USGS	353630106530501	16N.01W.24.2242
USGS	353653103354401	16N.31E.13.234334
USGS	353737106412501	16N.02E.11.4422
USGS	353744106422901	16N.02E.10.4241
USGS	353757106413901	16N.02E.11.234
USGS	353805106414001	16N.02E.11.2322
USGS	353818103411801	16N.31E.06.34412
USGS	353851103334701	16N.32E.05.124224
USGS	353904103382901	16N.31E.03.111211
USGS	353916106404701	CANON DE SAN DIEGO GRANT,(353916106404701)
USGS	353923109064801	18 108-06.35X06.45
USGS	353930109044401	18 108-04.45X06.31
USGS	353943109042201	18 108-04.10X06.07
USGS	353954103364401	17N.31E.35.211312
USGS	353958103473101	17N.30E.31.122213
USGS	354200103394801	17N.31E.17.414114 439
USGS	354225103384501	17N.31E.16.214133
USGS	354443103385301	18N.31E.33.322242
USGS	354443103435301	18N.30E.34.422
USGS	354639105153101	X-225500, Y-1739600, SEO
USGS	354641103393401	18N.31E.21.131
USGS	354709104114801	18N.26E.17.414
USGS	354716103401401	18N.31E.17.314221
USGS	354722103361301	18N.31E.14.422
USGS	354822103382101	18N.31E.09.2424
USGS	354923104122901	18N.26E.06.22324
USGS	354932103434001	18N.30E.02.111133
USGS	355033103464001	19N.30E.29.343111
USGS	355034103491601	19N.29E.26.441433 442
USGS	355057103441101	19N.30E.27.233144
USGS	355229103430901	19N.30E.14.413132
USGS	355351103403201	19N.31E.08.113
USGS	355351107214101	08N.05W.27.300
USGS	355632103385501	20N.31E.28.122221
USGS	355841103430801	20N.30E.11.411111
USGS	355947105105001	20N.17E.06.131 20
USGS	360002111245801	03 078-09.30X17.18
USGS	360127111235901	03 078-08.37X15.55
USGS	360237111270001	03 078-11.21X14.22
USGS	360314103400901	21N.31E.17.113
USGS	360748106365601	22N.03E.22.111
USGS	361006106370601	22N.03E.04.411
USGS	361116106332401	23N.04E.31.131
USGS	361327109340001	10 071-03.72X01.81
USGS	361731109324401	10 053-02.55X14.33
USGS	362120109365401	10 053-06.40X09.95
USGS	362137106312001	25N.04E.33.100
USGS	363340109061201	12 034-05.75X13.00
USGS	363400106485001	16N.01E.34.44 RIO SALADO WELL BLM
USGS	365059112541101	B-40-06 23DCA
USGS	365150111343901	A-40-08 18DBC2
USGS	365150111344001	A-40-08 18DBC1
USGS	365339112445201	B-40-04 05CAD1
USGS	370535113340501	 (C-42-15)31aaa- 1
USGS	370536113332601	 (C-42-15)32abc- 1
USGS	370548113330801	 (C-42-15)29ddc- 1
USGS	370550113340501	 (C-42-15)30dcd- 2
USGS	370555113344101	 (C-42-15)30cda- 1
USGS	370603113334301	 (C-42-15)29cac- 1
USGS	370604113341301	 (C-42-15)30dac- 3
USGS	370743113294201	 (C-42-15)14dad- 1
USGS	371552109402700	 (D-40-20)36cbc- 1
USGS	371706113072201	 (C-40-11)29bbd- 1
USGS	372515110185101	 (D-39-14) 1   -S1
USGS	374000109520001	 (D-36-19) 7   -S1
USGS	374030109490001	 (D-36-19) 3   -S1
USGS	374202110251601	 (D-35-14)30cdd-S1
USGS	374300109480001	 (D-35-19)23   -S1
USGS	374300109490001	 (D-35-19)22   -S1
USGS	374545109461501	 (D-35-20) 6cbb-S1
USGS	374700109460001	 (D-34-19)25a  -S1
USGS	374730109450001	 (D-34-20)29   -S1
USGS	374800109460001	 (D-34-19)24b  -S1
USGS	374910109461001	 (D-34-20)18bcc-S1
USGS	375030109510001	 (D-34-19) 8a  -S1
USGS	375300109480001	 (D-33-19)27a  -S1
USGS	375500109390001	 (D-33-21)17bb -S1
USGS	375530109420001	 (D-33-20)10d  -S1
USGS	380420109125400	JOBIN (BULL 1124) NO. 18
USGS	380430109404300	JOBIN (BULL 1124) NO. 19
USGS	382740109403700	JOBIN (BULL 1124) NO. 26
USGS	382941109592800	JOBIN (BULL 1124) NO. 29
USGS	382941109592801	JOBIN (BULL 1124) NO. 30
USGS	383135109302701	 (D-26-22)20daa- 1
USGS	383139109303301	 (D-26-22)20adc- 1
USGS	384519110571301	 (D-24- 9) 5bcb-S1
USGS	384521110572001	 (D-24- 9) 5bcb- 1
USGS	390708110410801	 (D-20-11) 4aab-S1
USGS	403232109383801	 (D- 3-20)23acc- 2
USGS	403242109381401	 (D- 3-20)23adb-S1
